source_name,source_language,headline_original,headline_english_placeholder,article_url,publication_date,discovery_source,article_snippet,section_guess,subsection_guess,date_status,relevance_status,relevance_reason,relevance_score,priority,source_tier,duplicate_status,story_id,editorial_status,editorial_reason,rejection_reason,qa_status,qa_notes,include_candidate,duplicate_key,parser_used,notes
Libya 24,ar,تصاعد الانتهاكات الإسرائيلية بحق المقدسات الإسلامية - ليبيا 24,,https://libya24.tv/2025/04/03/1416/,2025-04-03,https://libya24.tv/category/news/,متابعات – ليبيا 24: وثّقت وزارة الأوقاف والشؤون الدينية الفلسطينية في تقريرها الصادر اليوم الخميس تصاعد الانتهاكات الإسرائيلية بحق المقدسات الإسلامية خلال شهر رمضان، حيث سجلت 21 عملية اقتحام نفذها مستوطنون للمسجد الأقصى المبارك. كما منعت سلطات الاحتلال رفع الأذان في الحرم الإبراهيمي الشريف 52 مرة، مما يعكس استمرار السياسات القمعية تجاه الممارسات الدينية. وبحسب التقرير الذي طالعته ليبيا 24، تمت الاقتحامات تحت حماية شرطة الاحتلال، إذ قام المستوطنون بالدخول عبر عدة بوابات، وجابوا ساحات المسجد بجولا,Governance,Government,outside_date_window,accepted,keyword_match:ليبيا,0,,Tier 1,unique,,unreviewed,,,rejected,Publication date outside target window,no,libya_24:https://libya24.tv/2025/04/03/1416/,libya_24,outside_date_window
Libya 24,ar,الاحتلال يواصل جرائمه.. وصول 18 شهيدا إلى مستشفى غزة الأوروبي في خان يونس - ليبيا 24,,https://libya24.tv/2025/04/02/1392/,2025-04-02,https://libya24.tv/category/news/,متابعات – ليبيا 24: أفادت مصادر طبية طالعتها ليبيا 24، بوصول 18 شهيدًا، بينهم نساء وأطفال، إلى مستشفى غزة الأوروبي في خان يونس جنوب قطاع غزة، وذلك منذ صباح اليوم الأربعاء وحتى هذه اللحظة. وفي وقت سابق من مساء اليوم، استشهدت مواطنة وأُصيب عدد آخر من الأشخاص جراء قصف إسرائيلي استهدف خيمة تُؤوي نازحين في منطقة المواصي قرب خان يونس. كما أسفر قصف جيش الاحتلال الإسرائيلي عن سقوط ما لا يقل عن ثمانية شهداء وإصابات متعددة في حي السلام بمدينة خان يونس. وفي سياق متصل، أعلن المكتب الإعلامي الحكومي في قطاع غ,Health,Health,outside_date_window,accepted,keyword_match:ليبيا,0,,Tier 1,unique,,unreviewed,,,rejected,Publication date outside target window,no,libya_24:https://libya24.tv/2025/04/02/1392/,libya_24,outside_date_window
Libya 24,ar,14 مارس، 2025 الذي لا يلمع في النهار، يلمع في الليل,,https://libya24.tv/2025/03/14/953/,2025-03-14,https://libya24.tv/category/news/,"Not because I missed the great run-up (though I did) and not because I fear that the bitcoin bubble will end badly (it will, but that’s not my problem). Rather, it is because I have been waiting for decades for someone to invent a purely digital currency, a currency for online purchases that wasn’t linked to a credit card. It was the killer app that no one ever figured out. Thus when bitcoin first emerged, I had hoped that it would be The One. In “Digital Gold,” his book about bitcoin’s origins,",Politics,Banking,outside_date_window,accepted,libya_source_topic:government,0,,Tier 1,unique,,unreviewed,,,rejected,Publication date outside target window,no,libya_24:https://libya24.tv/2025/03/14/953/,libya_24,outside_date_window
Libya 24,ar,14 مارس، 2025 أفضل وسيلة لتدمير النظام الرأسمالي هو إفساد قيمة المال,,https://libya24.tv/2025/03/14/954/,2025-03-14,https://libya24.tv/category/news/,"Not because I missed the great run-up (though I did) and not because I fear that the bitcoin bubble will end badly (it will, but that’s not my problem). Rather, it is because I have been waiting for decades for someone to invent a purely digital currency, a currency for online purchases that wasn’t linked to a credit card. It was the killer app that no one ever figured out. Thus when bitcoin first emerged, I had hoped that it would be The One. In “Digital Gold,” his book about bitcoin’s origins,",Politics,Banking,outside_date_window,accepted,libya_source_topic:government,0,,Tier 1,unique,,unreviewed,,,rejected,Publication date outside target window,no,libya_24:https://libya24.tv/2025/03/14/954/,libya_24,outside_date_window
Libya 24,ar,14 مارس، 2025 الحياة قطار سريع ما اجتازه حلم ، و ما هو مقبل عليه وهم,,https://libya24.tv/2025/03/14/955/,2025-03-14,https://libya24.tv/category/news/,"Not because I missed the great run-up (though I did) and not because I fear that the bitcoin bubble will end badly (it will, but that’s not my problem). Rather, it is because I have been waiting for decades for someone to invent a purely digital currency, a currency for online purchases that wasn’t linked to a credit card. It was the killer app that no one ever figured out. Thus when bitcoin first emerged, I had hoped that it would be The One. In “Digital Gold,” his book about bitcoin’s origins,",Politics,Banking,outside_date_window,accepted,libya_source_topic:government,0,,Tier 1,unique,,unreviewed,,,rejected,Publication date outside target window,no,libya_24:https://libya24.tv/2025/03/14/955/,libya_24,outside_date_window
Libya 24,ar,14 مارس، 2025 ليس للحياة قيمة إلا إذا وجدنا فيها شيئا نناضل من أجله,,https://libya24.tv/2025/03/14/956/,2025-03-14,https://libya24.tv/category/news/,"Not because I missed the great run-up (though I did) and not because I fear that the bitcoin bubble will end badly (it will, but that’s not my problem). Rather, it is because I have been waiting for decades for someone to invent a purely digital currency, a currency for online purchases that wasn’t linked to a credit card. It was the killer app that no one ever figured out. Thus when bitcoin first emerged, I had hoped that it would be The One. In “Digital Gold,” his book about bitcoin’s origins,",Politics,Banking,outside_date_window,accepted,libya_source_topic:government,0,,Tier 1,unique,,unreviewed,,,rejected,Publication date outside target window,no,libya_24:https://libya24.tv/2025/03/14/956/,libya_24,outside_date_window
Libya 24,ar,14 مارس، 2025 يبدو العالم مظلما بالنسبة لمن يغطي عينيه,,https://libya24.tv/2025/03/14/957/,2025-03-14,https://libya24.tv/category/news/,,Politics,Politics,parsed,rejected,libya_source_without_article_level_evidence,0,,Tier 1,unique,,unreviewed,,,rejected,Rejected by Libya relevance filter,no,libya_24:https://libya24.tv/2025/03/14/957/,libya_24,not_libya_related
Libya 24,ar,14 مارس، 2025 يسقط الطير حيث يُنْثَرُ الحب وتغشى منازل الكرماء,,https://libya24.tv/2025/03/14/958/,2025-03-14,https://libya24.tv/category/news/,,Politics,Politics,parsed,rejected,libya_source_without_article_level_evidence,0,,Tier 1,unique,,unreviewed,,,rejected,Rejected by Libya relevance filter,no,libya_24:https://libya24.tv/2025/03/14/958/,libya_24,not_libya_related
Libya 24,ar,Edward Huckaby,,https://libya24.tv/2025/03/14/971/,2025-03-14,https://libya24.tv/category/news/,"Hi, this is a comment. To get started with moderating, editi...",Politics,Politics,parsed,rejected,libya_source_without_article_level_evidence,0,,Tier 1,unique,,unreviewed,,,rejected,Rejected by Libya relevance filter,no,libya_24:https://libya24.tv/2025/03/14/971/,libya_24,not_libya_related
Libya 24,ar,Georgia Waltrip,,https://libya24.tv/2025/03/14/966/,2025-03-14,https://libya24.tv/category/news/,"Hi, this is a comment. To get started with moderating, editi...",Politics,Politics,parsed,rejected,libya_source_without_article_level_evidence,0,,Tier 1,unique,,unreviewed,,,rejected,Rejected by Libya relevance filter,no,libya_24:https://libya24.tv/2025/03/14/966/,libya_24,not_libya_related
Libya 24,ar,Candelaria Allen,,https://libya24.tv/2025/03/14/961/,2025-03-14,https://libya24.tv/category/news/,"Hi, this is a comment. To get started with moderating, editi...",Politics,Politics,parsed,rejected,libya_source_without_article_level_evidence,0,,Tier 1,unique,,unreviewed,,,rejected,Rejected by Libya relevance filter,no,libya_24:https://libya24.tv/2025/03/14/961/,libya_24,not_libya_related
Libya 24,ar,الحوار المهيكل في ليبيا.. هل يعيد إنتاج الحل أم يفتح مساراً جديداً للأزمة؟,,https://libya24.tv/2026/06/10/30943/,2026-06-10,https://libya24.tv/,,Politics,Politics,in_range,accepted,keyword_match:ليبيا,0,,A,unique,,review,missing_article_body,,needs_review,Reliable date inside target window and Libya-relevant; missing_article_body,no,libya_24:https://libya24.tv/2026/06/10/30943/,libya_24,
Libya 24,ar,وزير داخلية الحكومة الليبية يتابع إجراءات تنظيم إقامة الوافدين والأجانب داخل البلاد,,https://libya24.tv/2026/06/10/30940/,2026-06-10,https://libya24.tv/,,Governance,Government,in_range,accepted,keyword_match:ليبي,0,,A,unique,,review,missing_article_body,,needs_review,Reliable date inside target window and Libya-relevant; missing_article_body,no,libya_24:https://libya24.tv/2026/06/10/30940/,libya_24,
Libya 24,ar,طرابلس تستضيف جولة جديدة لبحث الحدود البحرية مع اليونان,,https://libya24.tv/2026/06/10/30936/,2026-06-10,https://libya24.tv/,,Politics,Politics,in_range,accepted,keyword_match:طرابلس,0,,A,unique,,review,missing_article_body,,needs_review,Reliable date inside target window and Libya-relevant; missing_article_body,no,libya_24:https://libya24.tv/2026/06/10/30936/,libya_24,
Libya 24,ar,البرلمان اليوناني يقر تشريعا لتسريع ترحيل طالبي اللجوء المرفوضين وإنشاء مراكز إعادة خارج الاتحاد الأوروبي,,https://libya24.tv/2026/06/10/30925/,2026-06-10,https://libya24.tv/,,Politics,Politics,parsed,rejected,libya_source_without_article_level_evidence,0,,Tier 1,unique,,unreviewed,,,rejected,Rejected by Libya relevance filter,no,libya_24:https://libya24.tv/2026/06/10/30925/,libya_24,not_libya_related
