source_name,source_url,fetch_status,candidate_links_found,article_pages_opened,date_parsed_count,accepted_count,rejected_date_count,rejected_relevance_count,uncertain_date_count,failed_count,zero_result_reason,error,notes,checked_at
Gazettengr,https://gazettengr.com/,failed_fetch,0,0,0,0,0,0,0,10,fetch_failed,"https://gazettengr.com/category/world/: requests=HTTPSConnectionPool(host='gazettengr.com', port=443): Max retries exceeded with url: /category/world/ (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x107f66120>, 'Connection to gazettengr.com timed out. (connect timeout=10)')); requests_with_browser_headers=HTTPSConnectionPool(host='gazettengr.com', port=443): Max retries exceeded with url: /category/world/ (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x107fb1d10>, 'Connection to gazettengr.com timed out. (connect timeout=10)')); session_reuse=HTTPSConnectionPool(host='gazettengr.com', port=443): Max retries exceeded with url: /category/world/ (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x107fb2490>, 'Connection to gazettengr.com timed out. (connect timeout=10)')); playwright_default=Failed to fetch https://gazettengr.com/category/world/ after 1 attempts | https://gazettengr.com/: requests=HTTPSConnectionPool(host='gazettengr.com', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x107e0bb10>, 'Connection to gazettengr.com timed out. (connect timeout=10)')); requests_with_browser_headers=HTTPSConnectionPool(host='gazettengr.com', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x107fb2710>, 'Connection to gazettengr.com timed out. (connect timeout=10)')); session_reuse=HTTPSConnectionPool(host='gazettengr.com', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x107fb2c10>, 'Connection to gazettengr.com timed out. (connect timeout=10)')); playwright_default=Failed to fetch https://gazettengr.com/ after 1 attempts | https://gazettengr.com/feed/: requests=HTTPSConnectionPool(host='gazettengr.com', port=443): Max retries exceeded with url: /feed/ (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x107fb3610>, 'Connection to gazettengr.com timed out. (connect timeout=10)')); requests_with_browser_headers=HTTPSConnectionPool(host='gazettengr.com', port=443): Max retries exceeded with url: /feed/ (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x107fb1310>, 'Connection to gazettengr.com timed out. (connect timeout=10)')); session_reuse=HTTPSConnectionPool(host='gazettengr.com', port=443): Max retries exceeded with url: /feed/ (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x107fb39d0>, 'Connection to gazettengr.com timed out. (connect timeout=10)')); playwright_default=Failed to fetch https://gazettengr.com/feed/ after 1 attempts",rejected_non_article=0; article_fetch_errors=0; successful_recovery_methods=[],2026-06-10T16:00:06Z
