source_name,source_language,headline_original,headline_english_placeholder,article_url,publication_date,discovery_source,article_snippet,section_guess,subsection_guess,date_status,relevance_status,relevance_reason,relevance_score,priority,source_tier,duplicate_status,story_id,editorial_status,editorial_reason,rejection_reason,qa_status,qa_notes,include_candidate,duplicate_key,parser_used,notes
Libya Observer,en,Tetteh briefs African Peace and Security Council on developments in Libya,,https://libyaobserver.ly/news/tetteh-briefs-african-peace-and-security-council-developments-libya,2026-06-10,https://libyaobserver.ly/news,"The UN Secretary-General’s Special Representative for Libya, Hanna Tetteh, briefed the African Union Peace and Security Council on the latest political and security devel",United Nations,Other UN News,in_range,accepted,editorial_score:100; section:United Nations; marker:security council,100,HIGH,A,unique,story-005,approved,passed_editorial_scoring,,approved,Reliable date inside target window and Libya-relevant,yes,libya_observer:https://libyaobserver.ly/news/tetteh-briefs-african-peace-and-security-council-developments-libya,libya_observer,
Libya Observer,en,Maltese authorities seize cocaine shipment bound for Libya,,https://libyaobserver.ly/news/maltese-authorities-seize-cocaine-shipment-bound-libya,2026-06-11,https://libyaobserver.ly/news,"Maltese customs authorities have seized a 113-kilogram cocaine shipment concealed inside a container at the Malta Freeport that was awaiting transshipment to Libya. The authorities said the drugs were discovered during a customs inspection of a container arriving from Costa Rica. The cocaine was hidden among declared cargo, prompting the launch of an investigation.",Migration,Migration Routes & Trafficking,in_range,accepted,editorial_score:93; section:Migration; marker:trafficking,93,HIGH,A,unique,story-001,approved,passed_editorial_scoring,,approved,Reliable date inside target window and Libya-relevant,yes,libya_observer:https://libyaobserver.ly/news/maltese-authorities-seize-cocaine-shipment-bound-libya,libya_observer,
Libya Observer,en,"Libya, China review expanding security cooperation",,https://libyaobserver.ly/inbrief/libya-china-review-expanding-security-cooperation,2026-06-10,https://libyaobserver.ly/news,Interior Minister Emad Al-Trabelsi and China’s Ambassador to Libya discussed ways to strengthen bilateral cooperation in several security sectors during a meeting held Tu,Regional & International,Regional Diplomacy,in_range,accepted,editorial_score:85; section:Regional & International; marker:ambassador,85,HIGH,A,unique,story-004,approved,passed_editorial_scoring,,approved,Reliable date inside target window and Libya-relevant,yes,libya_observer:https://libyaobserver.ly/inbrief/libya-china-review-expanding-security-cooperation,libya_observer,
Libya Observer,en,NOC signs unified operating agreement for (I/R) field with international partners,,https://libyaobserver.ly/economy/noc-signs-unified-operating-agreement-ir-field-international-partners,2026-06-10,https://libyaobserver.ly/economy,"Libya’s National Oil Corporation (NOC) and its partners in the (NC115) and (NC186) concessions in the Murzuq Basin, southwest Libya, have signed a unified operating agree",Economy & Energy,Oil & Energy,in_range,accepted,editorial_score:89; section:Economy & Energy; marker:oil,89,MEDIUM,A,unique,story-007,approved,passed_editorial_scoring,,approved,Reliable date inside target window and Libya-relevant,yes,libya_observer:https://libyaobserver.ly/economy/noc-signs-unified-operating-agreement-ir-field-international-partners,libya_observer,
Libya Observer,en,"Libya, Italy hold talks on expanding defense cooperation and training programs",,https://libyaobserver.ly/inbrief/libya-italy-hold-talks-expanding-defense-cooperation-and-training-programs,2026-06-10,https://libyaobserver.ly/news,Libya’s Deputy Defense Minister Abdul Salam Al-Zoubi and Italian Ambassador to Libya Gianluca Alberini discussed ways to strengthen bilateral cooperation during a meeting,Regional & International,Regional Diplomacy,in_range,accepted,editorial_score:85; section:Regional & International; marker:ambassador,85,MEDIUM,A,unique,story-003,approved,passed_editorial_scoring,,approved,Reliable date inside target window and Libya-relevant,yes,libya_observer:https://libyaobserver.ly/inbrief/libya-italy-hold-talks-expanding-defense-cooperation-and-training-programs,libya_observer,
Libya Observer,en,"Libya and Greece review strengthening bilateral cooperation, continuing dialogue on maritime delimitation",,https://libyaobserver.ly/news/libya-and-greece-review-strengthening-bilateral-cooperation-continuing-dialogue-maritime,2026-06-10,https://libyaobserver.ly/news,The Acting Minister of Foreign Affairs Taher Al-Baour held talks with Greece’s Deputy Foreign Minister Alexandra Papadopoulou on ways to strengthen bilateral relations an,Regional & International,Regional Diplomacy,in_range,accepted,editorial_score:85; section:Regional & International; marker:foreign minister,85,MEDIUM,A,unique,story-006,approved,passed_editorial_scoring,,approved,Reliable date inside target window and Libya-relevant,yes,libya_observer:https://libyaobserver.ly/news/libya-and-greece-review-strengthening-bilateral-cooperation-continuing-dialogue-maritime,libya_observer,
Libya Observer,en,"Egypt, Greece discuss Libya and regional stability",,https://libyaobserver.ly/inbrief/egypt-greece-discuss-libya-and-regional-stability,2026-06-11,https://libyaobserver.ly/news,Egypt’s Foreign Minister Badr Abdelatty has discussed developments in Libya with his Greek counterpart Giorgos Gerapetritis during a phone call on Thursday.,Regional & International,Regional Diplomacy,in_range,accepted,editorial_score:85; section:Regional & International; marker:foreign minister,85,MEDIUM,A,unique,story-002,approved,passed_editorial_scoring,,approved,Reliable date inside target window and Libya-relevant,yes,libya_observer:https://libyaobserver.ly/inbrief/egypt-greece-discuss-libya-and-regional-stability,libya_observer,
