story_id,story_headline,section,priority,source_name,source_url,publication_date,discovery_source,collection_timestamp,parser_used,evidence_status,qa_status,date_status
story-005,Tetteh briefs African Peace and Security Council on developments in Libya,United Nations,HIGH,Libya Observer,https://libyaobserver.ly/news/tetteh-briefs-african-peace-and-security-council-developments-libya,2026-06-10,https://libyaobserver.ly/news,2026-06-14T06:50:00Z,libya_observer,collected_from_source,approved,in_range
story-001,Libya migration route reporting highlights trafficking and protection risks,Migration,HIGH,Libya Observer,https://libyaobserver.ly/news/maltese-authorities-seize-cocaine-shipment-bound-libya,2026-06-11,https://libyaobserver.ly/news,2026-06-14T06:50:00Z,libya_observer,collected_from_source,approved,in_range
story-004,"Libya, China review expanding security cooperation",Regional & International,HIGH,Libya Observer,https://libyaobserver.ly/inbrief/libya-china-review-expanding-security-cooperation,2026-06-10,https://libyaobserver.ly/news,2026-06-14T06:50:00Z,libya_observer,collected_from_source,approved,in_range
story-007,NOC signs unified operating agreement for (I/R) field with international partners,Economy & Energy,MEDIUM,Libya Observer,https://libyaobserver.ly/economy/noc-signs-unified-operating-agreement-ir-field-international-partners,2026-06-10,https://libyaobserver.ly/economy,2026-06-14T06:50:00Z,libya_observer,collected_from_source,approved,in_range
story-006,"Libya and Greece review strengthening bilateral cooperation, continuing dialogue on maritime delimitation",Regional & International,MEDIUM,Libya Observer,https://libyaobserver.ly/news/libya-and-greece-review-strengthening-bilateral-cooperation-continuing-dialogue-maritime,2026-06-10,https://libyaobserver.ly/news,2026-06-14T06:50:00Z,libya_observer,collected_from_source,approved,in_range
story-003,"Libya, Italy hold talks on expanding defense cooperation and training programs",Regional & International,MEDIUM,Libya Observer,https://libyaobserver.ly/inbrief/libya-italy-hold-talks-expanding-defense-cooperation-and-training-programs,2026-06-10,https://libyaobserver.ly/news,2026-06-14T06:50:00Z,libya_observer,collected_from_source,approved,in_range
story-002,"Egypt, Greece discuss Libya and regional stability",Regional & International,MEDIUM,Libya Observer,https://libyaobserver.ly/inbrief/egypt-greece-discuss-libya-and-regional-stability,2026-06-11,https://libyaobserver.ly/news,2026-06-14T06:50:00Z,libya_observer,collected_from_source,approved,in_range
