story_id,canonical_headline,summary,section,priority,relevance_score,publication_date,sources,article_urls,article_count,confidence,reason_for_inclusion,qa_status,qa_notes
story-001,UNSMIL-linked Structured Dialogue recommendations shape Libya transition debate,Included because it concerns UN engagement or the UN track in Libya.,United Nations,HIGH,100,2026-06-07,Ean Libya,https://www.eanlibya.com/%d8%aa%d8%ad%d8%b0%d9%8a%d8%b1-%d8%a3%d9%85%d9%85%d9%8a-%d9%84%d9%8a%d8%a8%d9%8a%d8%a7-%d8%b9%d9%84%d9%89-%d8%a3%d8%b9%d8%aa%d8%a7%d8%a8-%d8%a7%d9%86%d9%81%d8%ac%d8%a7%d8%b1-%d8%a7%d9%82/; https://www.eanlibya.com/303-%d9%85%d9%84%d9%8a%d8%a7%d8%b1-%d8%af%d9%8a%d9%86%d8%a7%d8%b1-%d8%aa%d8%ad%d8%aa-%d8%a7%d9%84%d9%85%d8%ac%d9%87%d8%b1-%d9%82%d8%b1%d8%a7%d8%a1%d8%a9-%d8%aa%d9%81%d9%83%d9%83-%d8%a8%d9%86%d9%8a/,2,100,Included because it concerns UN engagement or the UN track in Libya.,approved,Single-source story
