story_id,canonical_headline,summary,section,priority,relevance_score,publication_date,sources,article_urls,article_count,confidence,reason_for_inclusion,qa_status,qa_notes
story-001,"Administrative Control Authority, NOC address fuel supply challenges","Included because it concerns economic stability, public finance, oil, fuel or energy policy.",Economy & Energy,HIGH,91,2026-06-01,Libya Observer,https://libyaobserver.ly/inbrief/administrative-control-authority-noc-address-fuel-supply-challenges,1,91,"Included because it concerns economic stability, public finance, oil, fuel or energy policy.",approved,Single-source story
