story_id,canonical_headline,source_count,source_names,source_urls,language_markers,consolidation_status
story-001,"Administrative Control Authority, NOC address fuel supply challenges",1,Libya Observer,https://libyaobserver.ly/inbrief/administrative-control-authority-noc-address-fuel-supply-challenges,,ok
